2025-08-25 14:13:21 | INFO | postgres_crawler:setup_driver:91 | 使用优化的User-Agent: Safari
2025-08-25 14:37:36 | INFO | postgres_crawler:get_accurate_answer_count:1718 | data-za-extra-module中的最大item_num: 10
2025-08-25 14:37:36 | INFO | postgres_crawler:get_accurate_answer_count:1724 | 使用ContentItem AnswerItem计数: 3
2025-08-25 14:37:36 | INFO | postgres_crawler:get_accurate_answer_count:1748 | 最终统计的回答数量: 3
2025-08-25 14:37:39 | INFO | postgres_crawler:get_accurate_answer_count:1692 | ContentItem AnswerItem数量: 1
2025-08-25 14:37:39 | INFO | postgres_crawler:get_accurate_answer_count:1697 | List-item数量: 0
2025-08-25 14:37:39 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 1568
2025-08-25 14:37:39 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 1568
2025-08-25 14:37:39 | INFO | postgres_crawler:get_accurate_answer_count:1718 | data-za-extra-module中的最大item_num: 1568
2025-08-25 14:37:39 | INFO | postgres_crawler:get_accurate_answer_count:1724 | 使用ContentItem AnswerItem计数: 1
2025-08-25 14:37:39 | INFO | postgres_crawler:get_accurate_answer_count:1748 | 最终统计的回答数量: 1
2025-08-25 14:37:43 | INFO | postgres_crawler:get_accurate_answer_count:1692 | ContentItem AnswerItem数量: 3
2025-08-25 14:37:43 | INFO | postgres_crawler:get_accurate_answer_count:1697 | List-item数量: 2
2025-08-25 14:37:43 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 10
2025-08-25 14:37:43 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 10
2025-08-25 14:37:43 | INFO | postgres_crawler:get_accurate_answer_count:1718 | data-za-extra-module中的最大item_num: 10
2025-08-25 14:37:43 | INFO | postgres_crawler:get_accurate_answer_count:1724 | 使用ContentItem AnswerItem计数: 3
2025-08-25 14:37:43 | INFO | postgres_crawler:get_accurate_answer_count:1748 | 最终统计的回答数量: 3
2025-08-25 14:37:47 | INFO | postgres_crawler:get_accurate_answer_count:1692 | ContentItem AnswerItem数量: 3
2025-08-25 14:37:47 | INFO | postgres_crawler:get_accurate_answer_count:1697 | List-item数量: 2
2025-08-25 14:37:47 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 15
2025-08-25 14:37:47 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 15
2025-08-25 14:37:47 | INFO | postgres_crawler:get_accurate_answer_count:1718 | data-za-extra-module中的最大item_num: 15
2025-08-25 14:37:47 | INFO | postgres_crawler:get_accurate_answer_count:1724 | 使用ContentItem AnswerItem计数: 3
2025-08-25 14:37:47 | INFO | postgres_crawler:get_accurate_answer_count:1748 | 最终统计的回答数量: 3
2025-08-25 14:37:51 | INFO | postgres_crawler:get_accurate_answer_count:1692 | ContentItem AnswerItem数量: 1
2025-08-25 14:37:51 | INFO | postgres_crawler:get_accurate_answer_count:1697 | List-item数量: 0
2025-08-25 14:37:51 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 1
2025-08-25 14:37:51 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 1
2025-08-25 14:37:51 | INFO | postgres_crawler:get_accurate_answer_count:1718 | data-za-extra-module中的最大item_num: 1
2025-08-25 14:37:51 | INFO | postgres_crawler:get_accurate_answer_count:1724 | 使用ContentItem AnswerItem计数: 1
2025-08-25 14:37:51 | INFO | postgres_crawler:get_accurate_answer_count:1748 | 最终统计的回答数量: 1
2025-08-25 14:37:56 | INFO | postgres_crawler:get_accurate_answer_count:1692 | ContentItem AnswerItem数量: 3
2025-08-25 14:37:56 | INFO | postgres_crawler:get_accurate_answer_count:1697 | List-item数量: 2
2025-08-25 14:37:56 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 132
2025-08-25 14:37:56 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 132
2025-08-25 14:37:56 | INFO | postgres_crawler:get_accurate_answer_count:1718 | data-za-extra-module中的最大item_num: 132
2025-08-25 14:37:56 | INFO | postgres_crawler:get_accurate_answer_count:1724 | 使用ContentItem AnswerItem计数: 3
2025-08-25 14:37:56 | INFO | postgres_crawler:get_accurate_answer_count:1748 | 最终统计的回答数量: 3
2025-08-25 14:38:01 | INFO | postgres_crawler:get_accurate_answer_count:1692 | ContentItem AnswerItem数量: 3
2025-08-25 14:38:01 | INFO | postgres_crawler:get_accurate_answer_count:1697 | List-item数量: 2
2025-08-25 14:38:01 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 9
2025-08-25 14:38:01 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 9
2025-08-25 14:38:01 | INFO | postgres_crawler:get_accurate_answer_count:1718 | data-za-extra-module中的最大item_num: 9
2025-08-25 14:38:01 | INFO | postgres_crawler:get_accurate_answer_count:1724 | 使用ContentItem AnswerItem计数: 3
2025-08-25 14:38:01 | INFO | postgres_crawler:get_accurate_answer_count:1748 | 最终统计的回答数量: 3
2025-08-25 14:38:05 | INFO | postgres_crawler:get_accurate_answer_count:1692 | ContentItem AnswerItem数量: 3
2025-08-25 14:38:05 | INFO | postgres_crawler:get_accurate_answer_count:1697 | List-item数量: 2
2025-08-25 14:38:05 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 8
2025-08-25 14:38:05 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 8
2025-08-25 14:38:05 | INFO | postgres_crawler:get_accurate_answer_count:1718 | data-za-extra-module中的最大item_num: 8
2025-08-25 14:38:05 | INFO | postgres_crawler:get_accurate_answer_count:1724 | 使用ContentItem AnswerItem计数: 3
2025-08-25 14:38:05 | INFO | postgres_crawler:get_accurate_answer_count:1748 | 最终统计的回答数量: 3
2025-08-25 14:38:10 | INFO | postgres_crawler:get_accurate_answer_count:1692 | ContentItem AnswerItem数量: 3
2025-08-25 14:38:10 | INFO | postgres_crawler:get_accurate_answer_count:1697 | List-item数量: 2
2025-08-25 14:38:10 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 13
2025-08-25 14:38:10 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 13
2025-08-25 14:38:10 | INFO | postgres_crawler:get_accurate_answer_count:1718 | data-za-extra-module中的最大item_num: 13
2025-08-25 14:38:10 | INFO | postgres_crawler:get_accurate_answer_count:1724 | 使用ContentItem AnswerItem计数: 3
2025-08-25 14:38:10 | INFO | postgres_crawler:get_accurate_answer_count:1748 | 最终统计的回答数量: 3
2025-08-25 14:38:15 | INFO | postgres_crawler:get_accurate_answer_count:1692 | ContentItem AnswerItem数量: 3
2025-08-25 14:38:15 | INFO | postgres_crawler:get_accurate_answer_count:1697 | List-item数量: 2
2025-08-25 14:38:15 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 7
2025-08-25 14:38:15 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 7
2025-08-25 14:38:15 | INFO | postgres_crawler:get_accurate_answer_count:1718 | data-za-extra-module中的最大item_num: 7
2025-08-25 14:38:15 | INFO | postgres_crawler:get_accurate_answer_count:1724 | 使用ContentItem AnswerItem计数: 3
2025-08-25 14:38:15 | INFO | postgres_crawler:get_accurate_answer_count:1748 | 最终统计的回答数量: 3
2025-08-25 14:38:19 | INFO | postgres_crawler:get_accurate_answer_count:1692 | ContentItem AnswerItem数量: 3
2025-08-25 14:38:19 | INFO | postgres_crawler:get_accurate_answer_count:1697 | List-item数量: 2
2025-08-25 14:38:19 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 2397
2025-08-25 14:38:19 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 2397
2025-08-25 14:38:19 | INFO | postgres_crawler:get_accurate_answer_count:1718 | data-za-extra-module中的最大item_num: 2397
2025-08-25 14:38:19 | INFO | postgres_crawler:get_accurate_answer_count:1724 | 使用ContentItem AnswerItem计数: 3
2025-08-25 14:38:19 | INFO | postgres_crawler:get_accurate_answer_count:1748 | 最终统计的回答数量: 3
2025-08-25 14:38:25 | INFO | postgres_crawler:get_accurate_answer_count:1692 | ContentItem AnswerItem数量: 3
2025-08-25 14:38:25 | INFO | postgres_crawler:get_accurate_answer_count:1697 | List-item数量: 2
2025-08-25 14:38:25 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 12
2025-08-25 14:38:25 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 12
2025-08-25 14:38:25 | INFO | postgres_crawler:get_accurate_answer_count:1718 | data-za-extra-module中的最大item_num: 12
2025-08-25 14:38:25 | INFO | postgres_crawler:get_accurate_answer_count:1724 | 使用ContentItem AnswerItem计数: 3
2025-08-25 14:38:25 | INFO | postgres_crawler:get_accurate_answer_count:1748 | 最终统计的回答数量: 3
2025-08-25 14:38:30 | INFO | postgres_crawler:get_accurate_answer_count:1692 | ContentItem AnswerItem数量: 3
2025-08-25 14:38:30 | INFO | postgres_crawler:get_accurate_answer_count:1697 | List-item数量: 2
2025-08-25 14:38:30 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 234
2025-08-25 14:38:30 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 234
2025-08-25 14:38:30 | INFO | postgres_crawler:get_accurate_answer_count:1718 | data-za-extra-module中的最大item_num: 234
2025-08-25 14:38:30 | INFO | postgres_crawler:get_accurate_answer_count:1724 | 使用ContentItem AnswerItem计数: 3
2025-08-25 14:38:30 | INFO | postgres_crawler:get_accurate_answer_count:1748 | 最终统计的回答数量: 3
2025-08-25 14:38:33 | INFO | postgres_crawler:get_accurate_answer_count:1692 | ContentItem AnswerItem数量: 3
2025-08-25 14:38:33 | INFO | postgres_crawler:get_accurate_answer_count:1697 | List-item数量: 2
2025-08-25 14:38:33 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 424
2025-08-25 14:38:33 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 424
2025-08-25 14:38:33 | INFO | postgres_crawler:get_accurate_answer_count:1718 | data-za-extra-module中的最大item_num: 424
2025-08-25 14:38:33 | INFO | postgres_crawler:get_accurate_answer_count:1724 | 使用ContentItem AnswerItem计数: 3
2025-08-25 14:38:33 | INFO | postgres_crawler:get_accurate_answer_count:1748 | 最终统计的回答数量: 3
2025-08-25 14:38:37 | INFO | postgres_crawler:get_accurate_answer_count:1692 | ContentItem AnswerItem数量: 3
2025-08-25 14:38:37 | INFO | postgres_crawler:get_accurate_answer_count:1697 | List-item数量: 2
2025-08-25 14:38:37 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 705
2025-08-25 14:38:37 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 705
2025-08-25 14:38:37 | INFO | postgres_crawler:get_accurate_answer_count:1718 | data-za-extra-module中的最大item_num: 705
2025-08-25 14:38:37 | INFO | postgres_crawler:get_accurate_answer_count:1724 | 使用ContentItem AnswerItem计数: 3
2025-08-25 14:38:37 | INFO | postgres_crawler:get_accurate_answer_count:1748 | 最终统计的回答数量: 3
2025-08-25 14:38:41 | INFO | postgres_crawler:get_accurate_answer_count:1692 | ContentItem AnswerItem数量: 3
2025-08-25 14:38:41 | INFO | postgres_crawler:get_accurate_answer_count:1697 | List-item数量: 2
2025-08-25 14:38:41 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 17
2025-08-25 14:38:41 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 17
2025-08-25 14:38:41 | INFO | postgres_crawler:get_accurate_answer_count:1718 | data-za-extra-module中的最大item_num: 17
2025-08-25 14:38:41 | INFO | postgres_crawler:get_accurate_answer_count:1724 | 使用ContentItem AnswerItem计数: 3
2025-08-25 14:38:41 | INFO | postgres_crawler:get_accurate_answer_count:1748 | 最终统计的回答数量: 3
2025-08-25 14:38:45 | INFO | postgres_crawler:get_accurate_answer_count:1692 | ContentItem AnswerItem数量: 3
2025-08-25 14:38:45 | INFO | postgres_crawler:get_accurate_answer_count:1697 | List-item数量: 2
2025-08-25 14:38:45 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 9
2025-08-25 14:38:45 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 9
2025-08-25 14:38:45 | INFO | postgres_crawler:get_accurate_answer_count:1718 | data-za-extra-module中的最大item_num: 9
2025-08-25 14:38:45 | INFO | postgres_crawler:get_accurate_answer_count:1724 | 使用ContentItem AnswerItem计数: 3
2025-08-25 14:38:45 | INFO | postgres_crawler:get_accurate_answer_count:1748 | 最终统计的回答数量: 3
2025-08-25 14:38:50 | INFO | postgres_crawler:get_accurate_answer_count:1692 | ContentItem AnswerItem数量: 3
2025-08-25 14:38:50 | INFO | postgres_crawler:get_accurate_answer_count:1697 | List-item数量: 2
2025-08-25 14:38:50 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 5
2025-08-25 14:38:50 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 5
2025-08-25 14:38:50 | INFO | postgres_crawler:get_accurate_answer_count:1718 | data-za-extra-module中的最大item_num: 5
2025-08-25 14:38:50 | INFO | postgres_crawler:get_accurate_answer_count:1724 | 使用ContentItem AnswerItem计数: 3
2025-08-25 14:38:50 | INFO | postgres_crawler:get_accurate_answer_count:1748 | 最终统计的回答数量: 3
2025-08-25 14:38:54 | INFO | postgres_crawler:get_accurate_answer_count:1692 | ContentItem AnswerItem数量: 3
2025-08-25 14:38:54 | INFO | postgres_crawler:get_accurate_answer_count:1697 | List-item数量: 2
2025-08-25 14:38:54 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 500
2025-08-25 14:38:54 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 500
2025-08-25 14:38:54 | INFO | postgres_crawler:get_accurate_answer_count:1718 | data-za-extra-module中的最大item_num: 500
2025-08-25 14:38:54 | INFO | postgres_crawler:get_accurate_answer_count:1724 | 使用ContentItem AnswerItem计数: 3
2025-08-25 14:38:54 | INFO | postgres_crawler:get_accurate_answer_count:1748 | 最终统计的回答数量: 3
2025-08-25 14:38:58 | INFO | postgres_crawler:get_accurate_answer_count:1692 | ContentItem AnswerItem数量: 3
2025-08-25 14:38:58 | INFO | postgres_crawler:get_accurate_answer_count:1697 | List-item数量: 2
2025-08-25 14:38:58 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 110
2025-08-25 14:38:58 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 110
2025-08-25 14:38:58 | INFO | postgres_crawler:get_accurate_answer_count:1718 | data-za-extra-module中的最大item_num: 110
2025-08-25 14:38:58 | INFO | postgres_crawler:get_accurate_answer_count:1724 | 使用ContentItem AnswerItem计数: 3
2025-08-25 14:38:58 | INFO | postgres_crawler:get_accurate_answer_count:1748 | 最终统计的回答数量: 3
2025-08-25 14:39:02 | INFO | postgres_crawler:get_accurate_answer_count:1692 | ContentItem AnswerItem数量: 3
2025-08-25 14:39:02 | INFO | postgres_crawler:get_accurate_answer_count:1697 | List-item数量: 2
2025-08-25 14:39:02 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 23
2025-08-25 14:39:02 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 23
2025-08-25 14:39:02 | INFO | postgres_crawler:get_accurate_answer_count:1718 | data-za-extra-module中的最大item_num: 23
2025-08-25 14:39:02 | INFO | postgres_crawler:get_accurate_answer_count:1724 | 使用ContentItem AnswerItem计数: 3
2025-08-25 14:39:02 | INFO | postgres_crawler:get_accurate_answer_count:1748 | 最终统计的回答数量: 3
2025-08-25 14:39:07 | INFO | postgres_crawler:get_accurate_answer_count:1692 | ContentItem AnswerItem数量: 3
2025-08-25 14:39:07 | INFO | postgres_crawler:get_accurate_answer_count:1697 | List-item数量: 2
2025-08-25 14:39:07 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 13
2025-08-25 14:39:07 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 13
2025-08-25 14:39:07 | INFO | postgres_crawler:get_accurate_answer_count:1718 | data-za-extra-module中的最大item_num: 13
2025-08-25 14:39:07 | INFO | postgres_crawler:get_accurate_answer_count:1724 | 使用ContentItem AnswerItem计数: 3
2025-08-25 14:39:07 | INFO | postgres_crawler:get_accurate_answer_count:1748 | 最终统计的回答数量: 3
2025-08-25 14:39:12 | INFO | postgres_crawler:get_accurate_answer_count:1692 | ContentItem AnswerItem数量: 3
2025-08-25 14:39:12 | INFO | postgres_crawler:get_accurate_answer_count:1697 | List-item数量: 2
2025-08-25 14:39:12 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 3
2025-08-25 14:39:12 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 3
2025-08-25 14:39:12 | INFO | postgres_crawler:get_accurate_answer_count:1718 | data-za-extra-module中的最大item_num: 3
2025-08-25 14:39:12 | INFO | postgres_crawler:get_accurate_answer_count:1724 | 使用ContentItem AnswerItem计数: 3
2025-08-25 14:39:12 | INFO | postgres_crawler:get_accurate_answer_count:1748 | 最终统计的回答数量: 3
2025-08-25 14:39:17 | INFO | postgres_crawler:get_accurate_answer_count:1692 | ContentItem AnswerItem数量: 3
2025-08-25 14:39:17 | INFO | postgres_crawler:get_accurate_answer_count:1697 | List-item数量: 2
2025-08-25 14:39:17 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 8
2025-08-25 14:39:17 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 8
2025-08-25 14:39:17 | INFO | postgres_crawler:get_accurate_answer_count:1718 | data-za-extra-module中的最大item_num: 8
2025-08-25 14:39:17 | INFO | postgres_crawler:get_accurate_answer_count:1724 | 使用ContentItem AnswerItem计数: 3
2025-08-25 14:39:17 | INFO | postgres_crawler:get_accurate_answer_count:1748 | 最终统计的回答数量: 3
2025-08-25 14:39:21 | INFO | postgres_crawler:get_accurate_answer_count:1692 | ContentItem AnswerItem数量: 3
2025-08-25 14:39:21 | INFO | postgres_crawler:get_accurate_answer_count:1697 | List-item数量: 2
2025-08-25 14:39:21 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 6
2025-08-25 14:39:21 | INFO | postgres_crawler:get_accurate_answer_count:1712 | 从data-za-extra-module获取到item_num: 6
2025-08-25 14:39:21 | INFO | postgres_crawler:get_accurate_answer_count:1718 | data-za-extra-module中的最大item_num: 6
2025-08-25 14:39:21 | INFO | postgres_crawler:get_accurate_answer_count:1724 | 使用ContentItem AnswerItem计数: 3
